feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
0.18985291006333638,-2.853724333474166,-0.9631441174041762,0.31818128457817,1.2843531782256652,-1.2284438312657626,-1.0740273879437814,-1.8311448783383502,0
0.9997776221443948,1.4364180609082342,0.4823811597366997,-1.5860995810599103,-0.6342952955734563,-0.39352985596972884,2.602928645773437,-1.1195461283831687,1
2.8327800893646486,-0.7612512185075357,-2.1597330449132066,-0.23586172356161395,-0.38324008318772385,-0.3220281544920584,-1.7343614197962078,1.6147787907098514,0
-1.9375716302148769,0.6658052443469802,-1.5001878399436688,2.501382840497393,2.006982221925343,0.35947579754712555,1.8574155817438662,-0.47875857152168855,1
-1.0402991953119143,-1.9836502961873896,-4.728987719679379,4.836234677563581,3.758708846819417,-1.9685042134380537,-2.06533833303297,0.03471374875256186,0
-0.49490773800501286,-0.005517967878073571,3.0557952294935538,-2.759085409216419,0.28740296306486357,-1.5457297866907331,1.595739466407145,0.9137716213855857,0
1.452791564760785,-1.029600784845083,0.8077470058618661,-2.3133673891680284,0.14392806279219328,-1.8831502080585838,0.41146795445009166,0.7127120288613313,0
0.1914622420587,-0.9510650933441838,1.868522343287696,-2.4835745980669004,0.5565573242166482,-1.385987942398998,1.6808636178618053,1.9725421767898081,0
0.678816542761387,-0.8572617563868069,0.861279434910166,-1.9302474091410118,1.2426171401347927,-1.2845842656999693,0.9345948516675116,-0.7170161491279362,0
4.004646599766421,4.993322719977795,-1.2430608408381691,-1.3771425720153518,-0.9812793415944665,1.6562082520572956,-0.8434665469322378,-0.7352010347632466,0
1.702511351487795,0.2849694967382024,0.9992013412095553,-2.461165539316743,0.7835851548168504,0.1722543864110375,-0.34203109814603394,-1.1793691216326172,0
-1.1101210747955936,-3.1293373639055435,-1.4156004860432896,1.5799676691231777,1.0024061194024203,-0.5849076534177698,0.45690435659743034,-0.8463597198869729,1
0.7030054305037401,-0.40156739322477686,1.5106008300586677,-3.2643559968602203,3.153527923196157,-0.37630072492499606,3.149388666772861,1.088769654216672,0
-0.08784499820789526,-0.6876730003438983,4.579841559862151,-4.9485257145638375,1.2147608737648448,-0.8049664808525608,2.3877449753107305,-0.1115088271429437,0
-0.22222924383517895,-1.471446181869702,-0.7926848379983182,0.6746399422146337,0.07650096299472098,-0.03757064497948127,0.11857662096295907,-0.08923415422144892,0
0.7064205612319305,-1.735655377287377,-0.14569269204426194,-1.0156059388037761,1.6274470160217755,-0.1373109657888796,-0.015806663091917805,-0.6076463453734726,0
1.461704796035435,-0.7935030458046264,0.5919719712269023,-2.452773355928964,1.3110456913590716,0.13906039865341766,1.2400054513675245,0.861636124497944,0
