feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
-0.7539645888666763,0.2811914239693758,-0.06259312789952241,-0.28067507686677406,0.7589285897867651,0.10420110395187607,15.914852070210888
1.0318445394686349,-0.4397310582741749,0.19655477651157463,-1.485560373036972,-0.18687164416135904,1.4469778843537329,-24.363081439269063
-0.600638689918805,0.11092258970986608,0.37569801834567196,-0.2916937497932768,-0.5443827245251827,-1.1509935774223028,-55.86437995116118
0.9983108981479604,-0.3223204692113399,1.5213160519224513,-0.4316203127180484,1.6153756894694418,1.2171585208254965,308.18799445666343
0.3384964074944141,0.7708651938869668,1.143754043206929,-0.4152879139008013,0.23561455810856594,-1.4785862457798415,165.85076107670824
-0.661786464768388,0.6339190223180112,0.18645431476942764,0.852433334796224,2.1439440893253257,-2.025142586657607,206.81717301910538
0.46926758980852623,0.7318707042882956,0.3161559571827783,-1.5355721232071058,-0.3294477863470914,0.3350580290841175,45.038212529067025
1.7275431701007113,-0.573700003938579,2.1422703586118637,0.4363236696740321,0.5228354880354996,-0.02435459226098284,263.3915968924176
-0.9077561801469204,-1.405567019178642,0.9022771737866472,1.5192839236417688,-0.370508098590029,0.015618333949603047,-43.198583995367024
0.6347214685617699,0.17958178193959795,0.4891871301476635,1.1096998419562232,0.513907849658915,0.3506300992735592,204.76804369994255
0.03408346825922607,-1.0147567306928669,-1.2239402667622565,-0.7699732310586418,-0.5816809139486437,-0.6492775450660071,-301.50076803929204
0.19808476076785494,0.05921843401448826,-0.024125087110003277,-0.14436041192394247,2.5733598032498604,0.013929291912946203,213.81629363569925
-0.2176812032272203,-0.5915713888358299,-0.20219265243389406,1.09877685198719,1.277664895788425,0.5470973811700379,58.06307462276166
0.36139560550841393,1.0035328978920242,-0.6451197546051243,1.5380365664659692,-0.07201012158033385,0.36163602504763415,87.71778359986189
-1.2565068942792563,-0.6897277740641738,1.4436320034688142,0.8132051867479773,-0.01383774609423725,-0.493122822399772,35.407744692986675
-0.42924442029866183,1.5334337012963255,-0.2666523292344148,0.5885532697707198,-2.211861911329507,-1.423957152450145,-99.04978012638435
-2.3629324355418384,-2.9213504834946074,0.9039348410861953,-1.0097307047099375,-1.072139011985607,0.4365598041576678,-418.77971276811485
0.812525822394198,-0.18565897666381712,-1.1962066240806708,1.356240028570823,-0.47917423784528995,-1.1063349740060282,-139.35670501443505
0.02538842054241018,0.8595878869798019,-0.04541121793223822,-1.9196731561976563,-0.5495571359085801,-0.3871306497895146,-27.91089341361066
1.1173988159024608,-0.5482872964906009,0.501782736167545,1.4484992298929262,-0.15589817793666752,0.1600182258527877,106.98330193067065
-1.1105758454658288,-0.37144086599579146,-0.7778166875908753,1.7522704434236227,-0.34268759408034877,-1.4075116947178212,-157.72903374845438
0.6819529712949639,0.8135096360006385,0.02100384163275905,-0.31026675659345604,0.8254163489880298,1.305478807154329,228.18038455656608
1.205994516546816,-2.9911359709007233,-1.6304732437151401,0.7774073527645112,0.08520944963390106,-0.18689615816198485,-379.19269239822546
0.8823330623234091,-0.0007085945766459172,0.6045153263553668,-0.45209033283308037,-0.31305803052315434,-1.2504077339697175,21.627371286743756
-0.22096417382966393,-1.1583646891925428,0.8773622905756714,0.02688583899453078,-0.0036025390905684044,1.5033983017671506,-4.552387653281437
1.2816437950037687,-0.6163614080394775,-0.31771509675623405,0.5576910607251245,-1.2601647651725802,-0.375196380323937,-155.01091670767698
0.04886007032570433,-0.429405541125253,0.5432980290363879,0.04059169120388238,0.12522450264790727,0.12229750303228377,30.730313431389202
0.6855077387902041,0.35845361820962024,0.7579218499236196,1.8486088332964115,-0.5353350870162231,-0.7309562757154733,149.72090963357687
0.7533416211045325,2.601683114180395,-1.7607627591558177,0.38115838488277776,0.24075317948856828,0.5655096456315442,162.68434757560715
-1.0676204293825944,0.046980593764742055,0.6228499323474987,-0.1423794850212935,0.005243699718183166,-0.45006547147924364,13.165999672686851
-0.5449190868089497,1.6964563682900382,-0.09671311187039239,0.39913611435207086,-2.081929407883722,0.2110174672026184,-24.378490496846563
0.5697672802322039,1.1172958315881276,0.4567532191537839,0.44770856001731496,-0.0821511783925688,0.34272534637770413,203.3270952308048
0.49097495163825133,0.28257995048829965,1.6073455760199926,0.7348777860498175,-0.1671217137864115,-0.24869112618354708,253.2579589612124
0.975816719344709,-0.9186865114860944,-0.2950899142379063,0.9184544439424138,0.5555126463422483,-0.4173668136050844,-36.97193895998414
-0.22979963057519381,0.3278795241593574,-2.219300372747535,-0.8514064342603136,-0.12545426000290022,0.08589300629333041,-231.65872918101516
-0.12270893359572414,0.28872366282502326,-0.9600462952794637,0.09337237427665124,0.7324921027798023,-1.6548874362282961,-55.09742746174044
-0.05240445057746945,0.8451579711843216,-1.405189846803575,1.7041055162554912,-0.2788833941507565,-0.04889718347410554,-19.49574693595601
-1.4183657329330317,-0.39963618561460235,0.9325908318730899,-1.7608088119807759,1.7269638512334051,0.22468472575188592,48.131845517656785
-0.46580556911816284,-0.20447122098612153,1.5730197252148563,-0.15083771156669531,0.38632331781156,1.75547569831549,209.74958576979958
-3.2412673400690726,0.7746340534293368,-0.05952535606180008,-1.0243876413342898,0.44381942814622843,-0.926930471578083,-123.43718941998422
-2.703232292999237,0.5010941699398452,1.0010460925671412,0.6778753195309076,0.9751976297824297,0.1895816165987434,143.18128089685814
-0.8892408282283243,0.9854496856152184,-0.4555395260238707,0.9553005582377528,1.5781180575621845,0.8691545924968965,194.47329311803784
-0.4561208274741882,-0.3519213178165091,-1.2961166642498945,0.18142662011397137,-0.48720292119492714,-0.7699960661974573,-239.72704780751582
-0.4523063192490767,-0.6526239793023909,-1.889540730945531,-2.4238793266289567,0.8406435489887241,-0.4461834332147797,-311.2371808565784
